LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:49:38,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
