LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,0, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,,A0:8A:06:E6:37:DF,-66, ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-05-02 13:48:53,1900-01-00 00:00:00,MOVISTAR-WIFI6-37D0,A0:8A:06:E6:37:DF,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
